url,type,longitud_url,longitud_hostname,longitud_de_ruta,longitud_de_consulta,contiene_https,contiene_ip,contiene_php,contiene_html,contiene_doble_barras,profundidad_de_la_ruta,acortadores_de_url,num_digitos,num_caracteres_especiales,dom_dias_activo,dom_dias_hasta_expiracion,entropia
https://attstop.weebly.com/,phishing,27,18,1,0,1,0,0,0,0,0,0,0,3,6647,292,3.778423503030124
http://9779.info/%E5%B0%8F%E5%AD%A6%E7%94%9F%E5%85%AD%E4%B8%80%E5%89%AA%E8%B4%B4%E7%94%BB/,malware,90,9,74,0,0,0,0,0,0,2,0,29,27,5101,12,3.831882580178575
http://www.maryahprincess.it/camere/ingresso,defacement,44,21,16,0,0,0,0,0,0,2,0,0,4,0,-1,4.027169118440618
https://track-id4952.web.app/,phishing,29,20,1,0,1,0,0,0,0,0,0,4,4,0,-1,4.228165046627903
http://www.greatlakesrubber.com/,benign,32,24,1,0,0,0,0,0,0,0,0,0,3,9613,247,4.069548827786958
http://www.zari-dzaferi.ch/index.php?option=com_content&view=category&layout=blog&id=4&Itemid=4&change_direction=2,defacement,114,19,10,77,0,0,1,0,0,1,0,3,18,0,-1,4.686560549526643
https://mitsui-jyuku.mixh.jp/uploads/63413687ead846bae3d6dc2187ebf1d00be.exe,malware,76,20,48,0,1,0,0,0,0,2,0,20,6,2143,51,4.765450006859395
https://bt-home-109456.weeblysite.com/,phishing,38,29,1,0,1,0,0,0,0,0,0,6,5,4190,192,4.333325210755072
http://www.cs.cmu.edu/~anupamg/,benign,31,14,10,0,0,0,0,0,0,2,0,0,6,14291,1146,3.9134007456613777
https://docs.google.com/presentation/d/e/2PACX-1vTOL0PRdNyRVFjrPOXZGRH8TakYtU2E_0KYRXxLYmq8c0deQhBGXNk4We8wkzRFATw7wt2785uIWl91/pub?start=true&amp;loop=true&amp;delayms=60000&amp;slide=id.p,phishing,189,15,108,57,1,0,0,0,0,5,0,22,20,9764,1557,5.631828571705064
http://www.myspace.com/kevinmdavid,benign,34,15,12,0,0,0,0,0,0,1,0,0,3,10335,1719,4.138502179294739
http://www.doctorsnutrition.com/,benign,32,24,1,0,0,0,0,0,0,0,0,0,3,9837,1849,3.7775182662886326
http://www.ghsport.com,benign,22,15,0,0,0,0,0,0,0,0,1,0,2,9913,2871,3.572623663895164
http://www.ormonderacing.co.uk,benign,30,23,0,0,0,0,0,0,0,0,0,0,3,0,-1,4.098068512058839
http://www.goofball.com/,benign,24,16,1,0,0,0,0,0,0,0,0,0,3,9875,715,3.7406015629507214
magedecorland.mediadevstaging.com,malware,33,0,33,0,0,0,0,0,0,0,0,0,2,0,-1,3.725916088924304
http://www.southerndutchess.com,benign,31,24,0,0,0,0,0,0,0,0,0,0,2,6861,263,3.84888461662912
https://shorten.ee/vb6ZZ,phishing,24,10,6,0,1,0,0,0,0,1,0,1,2,0,114,3.7406015629507214
http://182.117.30.32:48075/Mozi.m,malware,33,13,7,0,0,1,0,0,0,1,0,15,6,0,-1,4.089552452560668
https://docs.google.com/presentation/d/e/2PACX-1vQCTaejXBCObBXhxeZaZTYaKb6Fsx3hhscVb7jqSfDJK_wabzOo8IT6TnmKSGE29Djg-9yDjHQAZuMF/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,phishing,190,15,108,58,1,0,0,0,0,5,0,14,21,9764,1557,5.593925990683857
http://videoporn24.ru/skins/01/js/prettyPhoto/css/prettyPhoto.css,malware,65,14,44,0,0,0,0,0,0,6,0,4,8,0,-1,4.1658903597506525
http://www.negentis.com/azienda/clienti/81-privacy-e-trattamento-dei-dati-personali,defacement,83,16,60,0,0,0,0,0,0,3,0,2,11,6224,350,4.262517443835412
http://www.geocities.com/awillowsdream/,benign,39,17,15,0,0,0,0,0,0,2,0,0,4,10403,187,3.9872178475009488
http://www.frieslandpokal.de/index.php?option=com_phocadownload&view=category&id=18:endstand-2012&Itemid=3,defacement,106,21,10,67,0,0,1,0,0,1,0,7,14,0,-1,4.748027530257196
https://cloudflare-ipfs.com/ipfs/bafybeidlb5emojyzwd5f5ksittgmt6pegggqhdnttwt3kcbm5a32uen2ry/keep.html,phishing,102,19,75,0,1,0,0,1,0,3,0,9,6,2201,2912,4.778810671597848
http://europa.eu.int/finland/?kielivalinta=eng,benign,46,13,9,16,0,0,0,0,0,2,0,0,5,0,-1,4.089340902773598
https://gulfcoastapp-j1.web.app/,phishing,32,23,1,0,1,0,0,0,0,0,0,1,4,0,-1,4.066428031846025
https://bafybeibeo3fvvetmza4flopzpfywkym3agftippb2yyzmyz7sal7gz5qgq.ipfs.cf-ipfs.com/,phishing,85,76,1,0,1,0,0,0,0,0,0,7,5,2012,3101,4.591210495620239
http://www.masseyfergusonsocialclub.co.uk/index.php?option=com_events&task=view_day&year=2012&month=02&day=25&Itemid=75,defacement,119,34,10,67,0,0,1,0,0,1,0,10,18,5675,168,4.9038439998492205
http://www.m2packarab.com/index.php?option=com_content&view=article&id=74:2011-03-01-16-11-07&catid=16:2010-12-02-14-26-10&Itemid=52,defacement,132,18,10,96,0,0,1,0,0,1,0,35,26,6319,620,4.778079535662581
http://37.49.230.234/bins/911.ppc,malware,33,13,13,0,0,1,0,0,0,2,0,13,6,0,-1,3.9683403313485455
http://www.mgbernhardzell.ch/index.php/kontakt,defacement,46,21,18,0,0,0,1,0,0,2,0,0,5,0,-1,4.2675959232131575
http://23.95.89.93/bins/arm7,malware,28,11,10,0,0,1,0,0,0,2,0,9,5,6368,206,4.03914867190307
http://www.terrigaldive.com.au/,benign,31,23,1,0,0,0,0,0,0,0,0,0,4,0,-1,4.082597923010944
http://thebernsteins.us/jobs/resume-glen-c-bernstein-2002-07-01.pdf,benign,67,16,44,0,0,0,0,0,0,2,0,8,10,7279,390,4.33849805669875
http://www.svst.com/,benign,20,12,1,0,0,0,0,0,0,0,1,0,3,10372,1316,3.4086949695628426
https://sites.google.com/view/gmx-konto-aktualisieren/home,phishing,58,16,34,0,1,0,0,0,0,3,0,0,7,9764,1557,4.241625719923185
https://ipfs.eth.aragon.network/ipfs/bafybeid3h6n4yrppma2h5kplnyth6dhkpagwfbiolkkkk5u7vffq53h27y/z.html,phishing,103,23,72,0,1,0,0,1,0,3,0,12,7,2628,293,4.756150892411585
http://dutchway.hku.nl/,benign,23,15,1,0,0,0,0,0,0,0,0,0,3,10584,-1,3.7294461949052566
http://www.libertylutheran.org,benign,30,23,0,0,0,0,0,0,0,0,0,0,2,8775,355,3.9898980954642873
http://www.1way2god.net/ntc.pdf,benign,31,16,8,0,0,0,0,0,0,1,0,2,4,391,339,3.9377519554085865
http://www.demineduk.uklinux.net/,benign,33,25,1,0,0,0,0,0,0,0,0,0,4,9046,85,3.8539634370813536
http://www.geocities.com/uniart/mix/kp.htm,benign,42,17,18,0,0,0,0,0,0,3,0,0,6,10403,187,4.071271150031999
http://216.180.117.233:38197/Mozi.m,malware,35,15,7,0,0,1,0,0,0,1,0,17,6,0,-1,4.011585431837431
http://www.geocities.com/gothic_clothes/,benign,40,17,16,0,0,0,0,0,0,2,0,0,5,10404,187,3.8061983328100952
https://memonsecurities.com/wromi7g52lx8.html,phishing,45,19,18,0,1,0,0,1,0,1,0,4,3,6169,39,4.305540252212916
http://www.randolphproducts.com/,benign,32,24,1,0,0,0,0,0,0,0,0,0,3,8671,1555,3.9445488277869583
https://spdtextile.com/sport/16Bl1.exe,malware,38,14,16,0,1,0,0,0,0,2,0,3,4,5169,309,4.007942895581381
http://plato.acadiau.ca/courses/musi/callon/2233/composer.htm,benign,61,16,38,0,0,0,0,0,0,5,0,4,8,8656,335,4.124918027424835
http://youkuedu.com/index.php/campus-display/53-2013-12-19-11-19-33,malware,67,12,48,0,0,0,1,0,0,3,0,16,12,5344,134,4.496903699267216
http://www.totesmeersalzgrotte.info/index.php?view=article&catid=39:verwoehnbehandlungen&id=108:links&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=213,defacement,175,28,10,129,0,0,1,0,0,1,0,9,24,569,161,4.72017993051816
https://coibuseuproluhen.godaddysites.com/,phishing,42,33,1,0,1,0,0,0,0,0,0,0,3,3855,3084,4.2072117677593
http://home.earthlink.net/~roblesr76/,benign,37,18,12,0,0,0,0,0,0,2,0,2,5,10961,360,4.087567554701195
http://www.sppvideo.com/topic.php?topic_id=2,defacement,44,16,10,10,0,0,1,0,0,1,0,1,6,0,-1,3.944180835386
https://app-sicuro.com,phishing,22,14,0,0,1,0,0,0,0,0,0,0,2,75,289,3.788754913993503
https://metafb-fbw7r3d.firebaseapp.com/,phishing,39,30,1,0,1,0,0,0,0,0,0,2,4,0,-1,4.226832667191882
http://39.148.41.86:48051/Mozi.m,malware,32,12,7,0,0,1,0,0,0,1,0,14,6,0,-1,4.030639062229566
http://www.liquidacionessl.com/themes/velvetsky/css/modules/blockcms/blockcms.css,malware,81,23,51,0,0,0,0,0,0,6,0,0,9,4415,332,4.150811376079789
https://keepo.io/UPDEING,phishing,24,8,8,0,1,0,0,0,0,1,0,0,2,1282,908,4.053508854797678
http://pub-b7fda1e0060f418199431736a36c9d53.r2.dev/bgvfrt.html,phishing,62,43,12,0,0,0,0,1,0,1,0,24,5,655,440,4.695501148817395
https://netzero-webmail-108228.weeblysite.com/,phishing,46,37,1,0,1,0,0,0,0,0,0,6,5,4190,192,4.430851901568091
http://uryqy.com,phishing,16,9,0,0,0,0,0,0,0,0,0,0,1,52,312,3.625
http://www.wiwiss.fu-berlin.de/w3/w3iso/,benign,40,23,10,0,0,0,0,0,0,3,0,2,7,0,-1,3.952655596558188
http://citypaper.net/articles/091699/mus.stan.shtml,benign,51,13,31,0,0,0,0,1,0,3,0,6,6,10421,170,4.161924117664488
http://www.afotiadis.gr/index.php/contact,defacement,41,16,18,0,0,0,1,0,0,2,0,0,5,0,-1,4.055501322050909
http://pub-db22cbc64f214b2293d90d051e7c188c.r2.dev/response_type.html,phishing,69,43,19,0,0,0,0,1,0,1,0,21,6,655,440,4.726146514962892
https://securesunflowerbank.weebly.com/,phishing,39,30,1,0,1,0,0,0,0,0,0,0,3,6647,292,4.231058232227281
http://167.172.215.157/lmaoWTF/loligang.spc,malware,43,15,21,0,0,1,0,0,0,2,0,12,6,0,-1,4.3213862662293785
http://test.alkhudharigroup.com/Webmail/77/Webmail/webmail.php,phishing,62,24,31,0,0,0,1,0,0,4,0,2,7,415,315,4.298886786466057
http://www.fishzone.co.za/index.php?page=shop.product_details&flypage=flypage.tpl&category_id=18&product_id=157&option=com_virtuemart&Itemid=1,defacement,142,18,10,106,0,0,1,0,0,1,0,6,22,5792,51,4.761637446996062
http://www.prismpgh.org/component/chronocontact/index.html?chronoformname=FPapp,defacement,79,16,35,20,0,0,0,1,0,3,0,0,7,9383,112,4.275070471507789
todayspeaks.com,malware,15,0,15,0,0,0,0,0,0,0,0,0,1,0,-1,3.506890595608519
http://www.fredyomar.com/,benign,25,17,1,0,0,0,0,0,0,0,0,0,3,9278,948,3.863465189601647
http://www.ophrys.net,benign,21,14,0,0,0,0,0,0,0,0,0,0,2,9321,174,3.5585186130489066
http://r-tuning.com.ua/index.php?page=shop.browse&category_id=441&option=com_virtuemart&Itemid=1,defacement,96,15,10,63,0,0,1,0,0,1,0,4,15,0,-1,4.677934766794436
http://9779.info/%E5%BF%AB%E4%B9%90%E6%9A%91%E5%81%87%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,malware,90,9,74,0,0,0,0,0,0,2,0,31,27,5101,12,3.765037997611869
https://fix-3rivers-fcu-live-e22b8.web.app/,phishing,43,34,1,0,1,0,0,0,0,0,0,4,7,0,-1,4.350342370830228
http://www.dijoser.pt/index.php/empresa/clientes/1-referencias/detail/36-restaurex.html?tmpl=component,defacement,102,14,66,14,0,0,1,1,0,6,0,3,13,6074,511,4.413605148425682
http://37.49.226.230/AB4g5/kiga.x86,malware,35,13,15,0,0,1,0,0,0,2,0,14,6,0,-1,4.250571945454581
http://182.126.233.149:40226/Mozi.m,malware,35,15,7,0,0,1,0,0,0,1,0,17,6,0,-1,4.011585431837431
http://www.elektro-vozila.si/hibridi/testi/test-lexus-ct-200h,defacement,61,21,33,0,0,0,0,0,0,3,0,3,9,1900,291,4.2751026087154935
http://www.canoecanoe.com,benign,25,18,0,0,0,0,0,0,0,0,0,0,2,8919,212,3.5932696895151084
http://www.stronghealth.com/services/medicine/infectiousdiseases/aidscenter/index.cfm,benign,85,20,58,0,0,0,0,0,0,5,0,0,8,9317,178,4.155054050753602
https://homegaliciaonline.odoo.com/,phishing,35,26,1,0,1,0,0,0,0,0,0,0,3,8535,230,3.900153016697713
http://www.melrosepackaging.co.uk/,benign,34,26,1,0,0,0,0,0,0,0,0,0,4,9159,337,4.197325708706504
http://kreuzleger.net/de/downloads.html,defacement,39,14,18,0,0,0,0,1,0,2,0,0,4,5728,115,4.077212078381127
http://bovientix.com/Order883745.doc,malware,36,13,16,0,0,0,0,0,0,1,1,6,3,0,-1,4.384795487373134
https://docs.google.com/presentation/d/e/2PACX-1vSU6eNri_tt18T3FSKGUHQ3JWjqJjxp5l1QJWrt4nCmhZwFvgeIjyG9hIoj5NgtpSAwaRJFfymKDhw9/pub?start=false&amp;loop=false&amp;delayms=3000,phishing,175,15,108,43,1,0,0,0,0,5,0,17,16,9764,1557,5.56335461238597
http://www.seckmauern.de/index.php?option=com_content&view=article&id=48&Itemid=75,defacement,82,17,10,47,0,0,1,0,0,1,0,4,12,0,-1,4.604009932156854
https://docs.google.com/presentation/d/e/2PACX-1vRdMXGlru3aj9iQHlO9PvUhJn2xW-x7Cq37vt-3wUCBXFhvF06cUftRqSlKOgxw5oTtBsS-cHGG4UQB/pub?start=false&loop=false&delayms=3000&slide=id.p%3E,phishing,181,15,108,49,1,0,0,0,0,5,0,19,20,9764,1557,5.574227431410086
https://ipfs.io/ipfs/bafybeigftmpjy3ffutl63lc77mod6acsh5kxrgnsf67nhlriaxm55laaye/,phishing,81,7,66,0,1,0,0,0,0,3,0,11,4,3676,341,4.653191097142263
http://www.swaledaleroadrunners.co.uk/news/race-reports/84-great-westmorland-trail-race,defacement,87,30,50,0,0,0,0,0,0,3,0,2,11,592,138,4.214647634925634
http://www.acsc-aroma.com/,benign,26,18,1,0,0,0,0,0,0,0,0,0,4,0,-1,3.66122625626979
https://t.co/cUgVj8Cnlu,phishing,23,4,11,0,1,0,0,0,0,1,1,1,2,5157,320,4.023136955868885
http://www.photoremote.de/de/funktionsumfang,defacement,44,18,19,0,0,0,0,0,0,2,0,0,4,0,-1,4.115808539574485
https://fadato2920.wixsite.com/my-site,phishing,38,22,8,0,1,0,0,0,0,1,0,4,4,0,-1,4.251235329734974
https://bnp-sinistre-billeterie-neat-eu.vercel.app/,phishing,51,42,1,0,1,0,0,0,0,0,0,0,7,0,-1,3.919796361868472
http://www.naturia.per.sg/buloh/birds/ardea_purpurea.htm,benign,56,18,31,0,0,0,0,0,0,3,0,0,8,0,-1,4.14675280670598
http://www.nordseemiete.de/wilhelmshaven.html,defacement,45,19,19,0,0,0,0,1,0,1,0,0,4,0,-1,3.9213856638172944
https://pakket-bpost-be.web.app/,phishing,32,23,1,0,1,0,0,0,0,0,0,0,5,0,-1,3.6289280318460246
http://www.identcode.cz/cs/parkovaci-a-pristupove-systemy.php,defacement,61,16,38,0,0,0,1,0,0,2,0,0,8,9933,-1,4.329938313108058
http://www.pubyun.com/wiki/lib/exe/css.php?t=dokuwiki&tseed=f1f16e8c6142fab8553f2b9cfe045961,malware,92,14,21,49,0,0,1,0,0,4,0,20,10,4477,270,4.889020690351088
https://d793a2e23f.hubside.fr/,phishing,30,21,1,0,1,0,0,0,0,0,0,6,3,2514,42,4.148394345536403
https://onedrive.live.com/download?cid=67F7A3925ACBB2AD&resid=67F7A3925ACBB2AD%211421&authkey=ADixG2-aSEkeMJw,malware,109,17,9,74,1,0,0,0,0,1,0,23,10,10756,200,5.258447169960524
http://157.245.178.107/SBIDIOT/mips,malware,35,15,13,0,0,1,0,0,0,2,0,12,5,0,-1,4.264578373902383
http://183.151.83.28:40708/Mozi.m,malware,33,13,7,0,0,1,0,0,0,1,0,15,6,0,-1,4.028946391954607
http://www.jardinerie-beloeil.be/index.php?option=com_content&view=article&id=60&Itemid=68,defacement,90,25,10,47,0,0,1,0,0,1,0,4,13,8552,-1,4.545756469906207
https://is.gd/rQ1d1m,phishing,20,5,7,0,1,0,0,0,0,1,1,2,2,6115,1556,3.684183719779189
http://web3connectfix.pages.dev,phishing,31,24,0,0,0,0,0,0,0,0,0,1,2,0,-1,4.220167681284828
https://pub-c92a4cf1fb774dd79b9c7d32023ab3fa.r2.dev/llo.html,phishing,60,43,9,0,1,0,0,1,0,1,0,18,5,655,440,4.560324136950665
https://r0bypasf.forms.app/,phishing,27,18,1,0,1,0,0,0,0,0,0,1,3,2227,1425,3.736006946447656
http://www.pk.edu.pl/,benign,21,13,1,0,0,0,0,0,0,0,0,0,4,0,-1,3.391386469985719
http://www.idunware.com/index.html,defacement,34,16,11,0,0,0,0,1,0,1,0,0,4,0,-1,4.079678649882975
http://www.gutenberg.org/etext/4514,benign,35,17,11,0,0,0,0,0,0,2,0,4,4,10052,3460,3.897299717551716
http://9779.info/%E7%94%A8%E6%B5%B7%E6%A3%89%E7%BA%B8%E5%81%9A%E6%89%8B%E5%B7%A5%E8%B4%B4%E7%94%BB/,malware,99,9,83,0,0,0,0,0,0,2,0,34,30,5101,12,3.685421773008114
http://www.lovas.cz/photo-gallery.html,defacement,38,12,19,0,0,0,0,1,0,1,0,0,5,7177,491,4.095968631579971
http://www.vilagnomad.com/wp-content/plugins/cforms146/styling/cforms2012.css,malware,77,18,52,0,0,0,0,0,0,5,0,7,9,0,-1,4.560627334626138
http://www.analytico.com/,benign,25,17,1,0,0,0,0,0,0,0,1,0,3,9403,92,3.753269689515108
http://mutualfunds.about.com/c/ec/1.htm,benign,39,21,11,0,0,0,0,0,0,3,1,1,6,9221,275,3.965301104622146
https://docs.google.com/drawings/d/1TD7RWlbLlOGZePwim-qMVmwzIXGBTOJUsiGXlbJATj0,phishing,79,15,56,0,1,0,0,0,0,3,0,3,6,9764,1557,5.229175014131773
http://www.einsteininrastatt.de/index.php/gallery/fasching,defacement,58,24,27,0,0,0,1,0,0,3,0,0,6,0,-1,4.10414005697427
https://keepo.io/UPDETEING,phishing,26,8,10,0,1,0,0,0,0,1,0,0,2,1282,908,4.13294404498096
http://www.dstextile.com/,benign,25,17,1,0,0,0,0,0,0,0,0,0,3,8909,2048,3.783465189601647
http://www.berufungswege.de/berufungswege/unser-team/16.html,defacement,60,20,33,0,0,0,0,1,0,3,0,2,7,0,-1,4.1339273215261
http://www.anthroarcheart.org/,benign,30,22,1,0,0,0,0,0,0,0,0,0,3,9805,55,3.6062389286533896
http://www.rafal.dk,benign,19,12,0,0,0,0,0,0,0,0,0,0,2,0,-1,3.5766176449086657
http://www.enseignementlibremarche.be/textes.htm,defacement,48,30,11,0,0,0,0,0,0,1,0,0,4,6698,-1,3.906453645923477
http://antenassaojose.com.br/site/index.php?option=com_content&view=category&layout=blog&id=10&Itemid=11,defacement,104,21,15,60,0,0,1,0,0,2,0,4,15,286,79,4.62643065214178
http://www.northsport.co.nz/,benign,28,20,1,0,0,0,0,0,0,0,1,0,4,0,-1,3.5566567074628224
https://mitsui-jyuku.mixh.jp/uploads/3770nH6.exe,malware,48,20,20,0,1,0,0,0,0,2,0,5,6,2143,51,4.506328385912461
http://www.malsaker.nu/lankar/44-turism,defacement,39,15,17,0,0,0,0,0,0,2,0,2,5,6610,329,4.099128821259931
http://mysite.mweb.co.za/residents/net03849/,benign,44,17,20,0,0,0,0,0,0,3,0,5,6,10054,172,4.315370336190994
http://www.geocities.com/tammywoody/,benign,36,17,12,0,0,0,0,0,0,2,0,0,4,10403,187,3.871178126382216
https://cek-all-informasi.my.id/my.php,phishing,38,23,7,0,1,0,1,0,0,1,0,0,6,214,152,4.253863368422076
https://att-100344.weeblysite.com/,phishing,34,25,1,0,1,0,0,0,0,0,0,6,4,4190,192,4.231009444816111
http://www.positivityltd.co.uk/,benign,31,23,1,0,0,0,0,0,0,0,0,0,4,6724,580,3.8371256496420143
http://www.zruby.sk/index.php/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy56cnVieS5zay9pbmRleC5waHAvYWtjaWEtenJ1YnktbmEtcHJlZGFqLW1haW5tZW51LTEwMC81NTQtYWtjaWEtenJ1YnktbmEtcHJlZGFq,defacement,198,12,38,140,0,0,1,1,0,4,0,16,11,7663,364,5.377060933114066
https://pub-fe2c2ecf757e4655b6bb7a6e32c587ec.r2.dev/so.html,phishing,59,43,8,0,1,0,0,1,0,1,0,18,5,655,440,4.48384093049776
https://pub-b0be588dac4f4c919d311706712cbc8c.r2.dev/index.html,phishing,62,43,11,0,1,0,0,1,0,1,0,20,5,655,440,4.7705821493343885
http://www.queensu.ca/canstudies/,benign,33,14,12,0,0,0,0,0,0,2,0,0,4,8646,216,3.83910813418217
http://loudcity.com/stations/equinox-music-istream-concert/,benign,59,12,40,0,0,0,0,0,0,3,0,0,7,9303,193,4.156126373718319
http://www.chikara.be/index.php?option=com_content&view=category&layout=blog&id=34&Itemid=28,defacement,92,14,10,60,0,0,1,0,0,1,0,4,14,3279,-1,4.726820380555407
http://cltmusic.com/wp-content/uploads/formidable/css/formidablepro.css,malware,71,12,52,0,0,0,0,0,0,5,0,0,8,30,334,4.240382507495694
http://9779.info/%E6%A0%91%E5%8F%B6%E5%B0%8F%E5%A5%B3%E5%AD%A9%E7%B2%98%E8%B4%B4%E7%94%BB/,malware,90,9,74,0,0,0,0,0,0,2,0,29,27,5101,12,3.93725972968262
http://cltmusic.com/wp-content/themes/gigawatt/color-styles/dark/style.css,malware,74,12,55,0,0,0,0,0,0,6,1,0,10,30,334,4.189183691488848
http://betweenyouandmeseva.com/referral-assessment-form-for-support-worker/Print,defacement,80,23,50,0,0,0,0,0,0,2,0,0,8,5600,243,4.254461264217375
http://viva-sport.com/index.php?option=com_virtuemart&page=shop.browse&category_id=14&Itemid=54,defacement,95,14,10,63,0,0,1,0,0,1,1,4,14,390,-25,4.671752714069878
https://pastebin.com/raw/Z71Ji39h,malware,33,12,13,0,1,0,0,0,0,2,0,4,3,7949,1547,4.354852073838348
http://www.west263.com/services/domain/aprice_show.asp?d=bigtruckstopseek.cn,malware,76,15,32,21,0,0,0,0,0,3,0,3,9,8085,315,4.496485456064581
https://sites.google.com/view/leafadd/accueil,phishing,45,16,21,0,1,0,0,0,0,3,0,0,5,9764,1557,4.102886574907055
http://cookingx2.com/kitchen-news.feed?type=rss,defacement,47,13,18,8,0,0,0,0,0,1,0,1,5,0,-1,4.418757405182868
http://socoter.cl/corporativo/index.php?option=com_content&view=article&id=76&Itemid=78,defacement,87,10,22,47,0,0,1,0,0,2,0,4,12,0,-1,4.433183726104103
