url,type
http://www.frieslandpokal.de/index.php?option=com_phocadownload&view=category&id=18:endstand-2012&Itemid=3,defacement
https://cloudflare-ipfs.com/ipfs/bafybeidlb5emojyzwd5f5ksittgmt6pegggqhdnttwt3kcbm5a32uen2ry/keep.html,phishing
http://europa.eu.int/finland/?kielivalinta=eng,benign
https://gulfcoastapp-j1.web.app/,phishing
https://bafybeibeo3fvvetmza4flopzpfywkym3agftippb2yyzmyz7sal7gz5qgq.ipfs.cf-ipfs.com/,phishing
http://www.masseyfergusonsocialclub.co.uk/index.php?option=com_events&task=view_day&year=2012&month=02&day=25&Itemid=75,defacement
http://www.m2packarab.com/index.php?option=com_content&view=article&id=74:2011-03-01-16-11-07&catid=16:2010-12-02-14-26-10&Itemid=52,defacement
http://37.49.230.234/bins/911.ppc,malware
http://www.mgbernhardzell.ch/index.php/kontakt,defacement
http://23.95.89.93/bins/arm7,malware
http://www.terrigaldive.com.au/,benign
http://thebernsteins.us/jobs/resume-glen-c-bernstein-2002-07-01.pdf,benign
http://www.svst.com/,benign
https://sites.google.com/view/gmx-konto-aktualisieren/home,phishing
https://ipfs.eth.aragon.network/ipfs/bafybeid3h6n4yrppma2h5kplnyth6dhkpagwfbiolkkkk5u7vffq53h27y/z.html,phishing
http://dutchway.hku.nl/,benign
http://www.libertylutheran.org,benign
http://www.1way2god.net/ntc.pdf,benign
http://www.demineduk.uklinux.net/,benign
http://www.geocities.com/uniart/mix/kp.htm,benign
http://216.180.117.233:38197/Mozi.m,malware
http://www.geocities.com/gothic_clothes/,benign
https://memonsecurities.com/wromi7g52lx8.html,phishing
http://www.randolphproducts.com/,benign
https://spdtextile.com/sport/16Bl1.exe,malware
http://plato.acadiau.ca/courses/musi/callon/2233/composer.htm,benign
http://youkuedu.com/index.php/campus-display/53-2013-12-19-11-19-33,malware
http://www.totesmeersalzgrotte.info/index.php?view=article&catid=39:verwoehnbehandlungen&id=108:links&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=213,defacement
https://coibuseuproluhen.godaddysites.com/,phishing
http://home.earthlink.net/~roblesr76/,benign
http://www.sppvideo.com/topic.php?topic_id=2,defacement
https://app-sicuro.com,phishing
https://metafb-fbw7r3d.firebaseapp.com/,phishing
http://39.148.41.86:48051/Mozi.m,malware
http://www.liquidacionessl.com/themes/velvetsky/css/modules/blockcms/blockcms.css,malware
https://keepo.io/UPDEING,phishing
http://pub-b7fda1e0060f418199431736a36c9d53.r2.dev/bgvfrt.html,phishing
https://netzero-webmail-108228.weeblysite.com/,phishing
http://uryqy.com,phishing
http://www.wiwiss.fu-berlin.de/w3/w3iso/,benign
http://citypaper.net/articles/091699/mus.stan.shtml,benign
http://www.afotiadis.gr/index.php/contact,defacement
http://pub-db22cbc64f214b2293d90d051e7c188c.r2.dev/response_type.html,phishing
https://securesunflowerbank.weebly.com/,phishing
http://167.172.215.157/lmaoWTF/loligang.spc,malware
http://test.alkhudharigroup.com/Webmail/77/Webmail/webmail.php,phishing
http://www.fishzone.co.za/index.php?page=shop.product_details&flypage=flypage.tpl&category_id=18&product_id=157&option=com_virtuemart&Itemid=1,defacement
http://www.prismpgh.org/component/chronocontact/index.html?chronoformname=FPapp,defacement
todayspeaks.com,malware
http://www.fredyomar.com/,benign
http://www.ophrys.net,benign
http://r-tuning.com.ua/index.php?page=shop.browse&category_id=441&option=com_virtuemart&Itemid=1,defacement
http://9779.info/%E5%BF%AB%E4%B9%90%E6%9A%91%E5%81%87%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,malware
https://fix-3rivers-fcu-live-e22b8.web.app/,phishing
http://www.dijoser.pt/index.php/empresa/clientes/1-referencias/detail/36-restaurex.html?tmpl=component,defacement
http://37.49.226.230/AB4g5/kiga.x86,malware
http://182.126.233.149:40226/Mozi.m,malware
http://www.elektro-vozila.si/hibridi/testi/test-lexus-ct-200h,defacement
http://www.canoecanoe.com,benign
http://www.stronghealth.com/services/medicine/infectiousdiseases/aidscenter/index.cfm,benign
https://homegaliciaonline.odoo.com/,phishing
http://www.melrosepackaging.co.uk/,benign
http://kreuzleger.net/de/downloads.html,defacement
http://bovientix.com/Order883745.doc,malware
https://docs.google.com/presentation/d/e/2PACX-1vSU6eNri_tt18T3FSKGUHQ3JWjqJjxp5l1QJWrt4nCmhZwFvgeIjyG9hIoj5NgtpSAwaRJFfymKDhw9/pub?start=false&amp;loop=false&amp;delayms=3000,phishing
http://www.seckmauern.de/index.php?option=com_content&view=article&id=48&Itemid=75,defacement
https://docs.google.com/presentation/d/e/2PACX-1vRdMXGlru3aj9iQHlO9PvUhJn2xW-x7Cq37vt-3wUCBXFhvF06cUftRqSlKOgxw5oTtBsS-cHGG4UQB/pub?start=false&loop=false&delayms=3000&slide=id.p%3E,phishing
https://ipfs.io/ipfs/bafybeigftmpjy3ffutl63lc77mod6acsh5kxrgnsf67nhlriaxm55laaye/,phishing
http://www.swaledaleroadrunners.co.uk/news/race-reports/84-great-westmorland-trail-race,defacement
http://www.acsc-aroma.com/,benign
https://t.co/cUgVj8Cnlu,phishing
http://www.photoremote.de/de/funktionsumfang,defacement
https://fadato2920.wixsite.com/my-site,phishing
https://bnp-sinistre-billeterie-neat-eu.vercel.app/,phishing
http://www.naturia.per.sg/buloh/birds/ardea_purpurea.htm,benign
http://www.nordseemiete.de/wilhelmshaven.html,defacement
https://pakket-bpost-be.web.app/,phishing
http://www.identcode.cz/cs/parkovaci-a-pristupove-systemy.php,defacement
http://www.pubyun.com/wiki/lib/exe/css.php?t=dokuwiki&tseed=f1f16e8c6142fab8553f2b9cfe045961,malware
https://d793a2e23f.hubside.fr/,phishing
https://onedrive.live.com/download?cid=67F7A3925ACBB2AD&resid=67F7A3925ACBB2AD%211421&authkey=ADixG2-aSEkeMJw,malware
http://157.245.178.107/SBIDIOT/mips,malware
http://183.151.83.28:40708/Mozi.m,malware
http://www.jardinerie-beloeil.be/index.php?option=com_content&view=article&id=60&Itemid=68,defacement
https://is.gd/rQ1d1m,phishing
http://web3connectfix.pages.dev,phishing
https://pub-c92a4cf1fb774dd79b9c7d32023ab3fa.r2.dev/llo.html,phishing
https://r0bypasf.forms.app/,phishing
http://www.pk.edu.pl/,benign
http://www.idunware.com/index.html,defacement
http://www.gutenberg.org/etext/4514,benign
http://9779.info/%E7%94%A8%E6%B5%B7%E6%A3%89%E7%BA%B8%E5%81%9A%E6%89%8B%E5%B7%A5%E8%B4%B4%E7%94%BB/,malware
http://www.lovas.cz/photo-gallery.html,defacement
http://www.vilagnomad.com/wp-content/plugins/cforms146/styling/cforms2012.css,malware
http://www.analytico.com/,benign
http://mutualfunds.about.com/c/ec/1.htm,benign
https://docs.google.com/drawings/d/1TD7RWlbLlOGZePwim-qMVmwzIXGBTOJUsiGXlbJATj0,phishing
http://www.einsteininrastatt.de/index.php/gallery/fasching,defacement
https://keepo.io/UPDETEING,phishing
http://www.dstextile.com/,benign
http://www.berufungswege.de/berufungswege/unser-team/16.html,defacement
http://www.anthroarcheart.org/,benign
http://www.rafal.dk,benign
http://www.enseignementlibremarche.be/textes.htm,defacement
http://antenassaojose.com.br/site/index.php?option=com_content&view=category&layout=blog&id=10&Itemid=11,defacement
http://www.northsport.co.nz/,benign
https://mitsui-jyuku.mixh.jp/uploads/3770nH6.exe,malware
http://www.malsaker.nu/lankar/44-turism,defacement
http://mysite.mweb.co.za/residents/net03849/,benign
http://www.geocities.com/tammywoody/,benign
https://cek-all-informasi.my.id/my.php,phishing
https://att-100344.weeblysite.com/,phishing
http://www.positivityltd.co.uk/,benign
http://www.zruby.sk/index.php/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy56cnVieS5zay9pbmRleC5waHAvYWtjaWEtenJ1YnktbmEtcHJlZGFqLW1haW5tZW51LTEwMC81NTQtYWtjaWEtenJ1YnktbmEtcHJlZGFq,defacement
https://pub-fe2c2ecf757e4655b6bb7a6e32c587ec.r2.dev/so.html,phishing
https://pub-b0be588dac4f4c919d311706712cbc8c.r2.dev/index.html,phishing
http://www.queensu.ca/canstudies/,benign
http://loudcity.com/stations/equinox-music-istream-concert/,benign
http://www.chikara.be/index.php?option=com_content&view=category&layout=blog&id=34&Itemid=28,defacement
http://cltmusic.com/wp-content/uploads/formidable/css/formidablepro.css,malware
http://9779.info/%E6%A0%91%E5%8F%B6%E5%B0%8F%E5%A5%B3%E5%AD%A9%E7%B2%98%E8%B4%B4%E7%94%BB/,malware
http://cltmusic.com/wp-content/themes/gigawatt/color-styles/dark/style.css,malware
http://betweenyouandmeseva.com/referral-assessment-form-for-support-worker/Print,defacement
http://viva-sport.com/index.php?option=com_virtuemart&page=shop.browse&category_id=14&Itemid=54,defacement
https://pastebin.com/raw/Z71Ji39h,malware
http://www.west263.com/services/domain/aprice_show.asp?d=bigtruckstopseek.cn,malware
https://sites.google.com/view/leafadd/accueil,phishing
http://cookingx2.com/kitchen-news.feed?type=rss,defacement
http://socoter.cl/corporativo/index.php?option=com_content&view=article&id=76&Itemid=78,defacement
http://admin.mymagno.com/0G6r8t4vWcy-tusBXfVBwJH6BEvyll8DfUfQKSkIvBAKIOJmwEEvu05sIjLNu6XeNSKeJ9GoO1SJ-eRW8y51VNfk-iJ9b3Q3GX2szzwjPyaTNSrhX2ZK5G-7RXfifXioaT03XtUTdWookNX5emC3SZCWbWeNcsqUybTMUI2FStIAd2yxs9lSVidr3Mr48_dzSyX8AXI5wyjthi-uTEzb-A,malware
https://toulousa.com/omg/228EYJSFYHMS.exe,malware
https://wkhxdwm97.urest.org/,phishing
https://mitsui-jyuku.mixh.jp/uploads/9894d4fe8115bf6b56a9f2357e2c9e699c5.exe,malware
http://www.nasatxracing.com,benign
https://jflkp.csb.app/index.html#a@b.com,phishing
http://dl.get1993desk.com/n/89949485/Gym_Girls.rar.exe?secure=1437311992_4c622377fcbd4f2a5710c999024ed5d8,malware
https://mongroup-generale.web.app/,phishing
http://www.aerolegalservices.com,benign
http://riedland.ch/index.php?option=com_phocagallery&view=detail&catid=3:riedland-geschenkartikel&id=31:riedland-etui&tmpl=component&Itemid=55,defacement
http://www.drscottstoll.com/exerciselifestyle/body-balance,defacement
http://packagingpro.nl/assortiment/dozen/2-nieuws/69-dozen,defacement
https://2hg0lbo.duckdns.org/,phishing
http://www.studioacustica.it/index.php?option=com_contact&view=contact&catid=2:amministratore&id=1:andrea-avanzini,defacement
http://www.hhp.fi/index.php?option=com_rsgallery2&gid=44,defacement
http://djamarildocastro.com.br/index.php?option=com_user&view=remind,defacement
http://ktkingtiger.com/am25_encrypted_7B47060.bin,malware
http://hjdshjdhj.univer.se/,phishing
http://www.chilliman.com/,benign
https://ipfs.eth.aragon.network/ipfs/bafybeifr67avhrfpdrfsiccai3f3lagmv5zgtewfmgwvjmdjzrtfmhff7i,phishing
http://www.photags.com/,benign
https://tinyurl.com/86axfp36,phishing
http://9779.info/%E6%A0%91%E5%8F%B6%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/,malware
http://www.platingroup.az/en/telim-teqvimi/month.calendar/2013/01/02/-,defacement
http://www.theoldoakcarpfishery.com/,benign
http://dedhxx.com/xbyx/ShowArticle.asp?ArticleID=240,defacement
http://182.114.253.236:54572/Mozi.m,malware
http://www.gwsolutions.com,benign
https://att-103325.weeblysite.com/,phishing
https://dappfix-auth.pages.dev/,phishing
https://toulousa.com/omg/224EYJSFYHMS.exe,malware
http://pages.interlog.com/~suzu/,benign
http://www.ndautopartes.com.ar/index.php?option=com_content&view=article&id=89:&catid=5&Itemid=26,defacement
https://metafb-fbw7r3d.web.app/,phishing
https://afswkwveam.web.app/,phishing
http://sydsfj.com/news/class/95.html,defacement
http://www.stlouisgolfers.net/,benign
http://www.magicmarcproductions.com/sejeal.jpg,defacement
http://43.134.233.26/ServiceLogin?passive=1209600&amp;continue=https://accounts.google.com/?&amp;xrealip=35.187.132.36&amp;followup=https://accounts.google.com/?&amp;xrealip=35.187.132.36,phishing
http://www.granvillecharolais.com/newsarchive.html,defacement
https://btinternet-102307.weeblysite.com/,phishing
http://www.pedalecesenateciclineri.org/index.php?option=com_content&view=article&id=115:appuntamenti-mtb-della-settimana&catid=20:appuntamenti-per-cicloturisti-ed-amatori-mtb&Itemid=31,defacement
http://www.tepolsa.com/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy50ZXBvbHNhLmNvbS9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD04OmRlbnNpZGFkJmNhdGlkPTM6Y29udHJvbC1kZS1jYWxpZGFkJkl0ZW1pZD05,defacement
http://www.masrealestate.it/index.php?option=com_content&view=article&id=22&Itemid=11&lang=it,defacement
http://9779.info/%E6%88%91%E7%9A%84%E5%AE%B6%E5%9B%AD%E6%8A%98%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,malware
https://docs.google.com/presentation/d/e/2PACX-1vR6PKSmPya7qvhwLn-hAdEdD54rDmaX6Q_nvENfp7JJl9qOVJvziTDxAPrCLoOC7v-aqmsAJLqckMVP/pub?start=false&amp;loop=false&amp;delayms=3000,phishing
http://cloudofficemx.com/Cloud/Tax_Documents.doc,malware
http://9779.info/%E7%94%B5%E8%A7%86%E5%A2%99%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E6%AC%A3%E8%B5%8F/,malware
https://sparka-vorgang-sicherheit.net/,phishing
http://www.americanplayscapes.com/,benign
https://apbfiber.com/openme/169212345.exe,malware
http://siepp.com/index.php?option=com_sobi2&letter=A&Itemid=56,defacement
http://www.lambsroar.org/,benign
https://ipfs.eth.aragon.network/ipfs/bafybeie4ruzio7nyurxbes2dijfsis5lbcrw3wj5rcatq3rjhgz43kstym//009090.html,phishing
http://chinesevie.com/index.php?option=com_content&view=article&id=157&Itemid=286&lang=en,malware
https://mitsui-jyuku.mixh.jp/uploads/18243fvasea.exe,malware
http://himg2.huanqiu.com/attachment2010/2015/0601/13/27/20150601012755421.jpg,malware
http://hawkhills.com/index.html?fontstyle=f-smaller,defacement
http://hempel-hosting.de/modulubersicht/section/1-joomal-15-templates-gratis,defacement
http://josecampuzano.net/index.php?view=article&id=59:pinturas-en-viajes&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=95,defacement
http://www.iaoia.org/,benign
http://www.rbt.ca/autodoc/,benign
http://www.ninopizzaria.com.br/index.php?option=com_content&view=article&id=124:segunda-parte-da-receita-do-file-a-parmegiana&catid=44:institucional&Itemid=61,defacement
http://www.artofthestates.org/cgi-bin/compbio.pl?compname=bergerarthur,benign
http://theexpertautorepair.com/auto-air-conditioning.html,defacement
http://www.ciblefamillebrandon.com/nos-nouvelles.1,defacement
https://genertesecuredio9-hcgddsjhdsmsjhsmstreopjaqyetvssbsdsowpq4.pages.dev/,phishing
https://cloudflare-ipfs.com/ipfs/QmS4wBBMou7yUmFDsFxmhzvyEzyWxmiPmgDoqe3nvUC2ap,phishing
http://www.toptwothreefilms.com,benign
http://182.112.59.40:59652/Mozi.m,malware
http://162.212.115.77:59893/Mozi.m,malware
http://kreuzleger.net/de.html,defacement
http://37.49.226.186/SBIDIOT/mips,malware
http://groups.yahoo.com/group/jimisbowiephilezone/,benign
http://www.iamboo.it/it/prodotti/primo,defacement
http://hayatevesigar-20gb.com/basvuru_devlet_destegi.apk,malware
http://www.schwartzlaser.com,benign
http://198.98.61.142/sh4,malware
http://comies.nl/index.php/contact?el_mcal_month=12&el_mcal_year=2012,defacement
https://walletvalidator.pages.dev/,phishing
http://www.avalancha.org/trastienda/la-trastienda.html,defacement
http://www.bishopstrings.com/blog/view-by-tag/71/index.html,defacement
https://onedrive.live.com/download?cid=FEDBE7305E742A3E&resid=FEDBE7305E742A3E!149&authkey=AHdtniVa1oS_iBw,malware
http://chinesevie.com/index.php?option=com_contact&view=contact&id=1&Itemid=57&lang=en,malware
http://43.134.233.26/v3/signin/identifier?amp%3Bfollowup=https%3A%2F%2Faccounts.google.com%2F%3F&amp%3Bifkv=ASKXGp3r7iVngRtwKYYIq7OLWZi50M_06O5RWqx_ytV1kFPGqY380X8aLH6FRli3mG-I4mkgJgTK&amp%3Bpassive=1209600&amp%3Bxrealip=35.203.255.112&continue=https%3A%2F%2Faccounts.google.com%2F%3F&xrealip=34.198.46.118&flowName=WebLiteSignIn&flowEntry=ServiceLogin&ifkv=ASKXGp1fTClj3NznE9dsYlbZloDJXz6ijx0P69GAlSIxv4-u-FJC_vzepwoWHuYz1OBbmEFZuOocKA&dsh=S637674747%3A1703516509646065,phishing
http://www.bbs1wob.de/bildungsangebot/berufsschule/23.html,defacement
http://www.helpseries.com/,benign
http://pub-d9922438f47d42eb9e9304e95f88dab1.r2.dev/xop.html,phishing
https://mitsui-jyuku.mixh.jp/uploads/4220nH6.exe,malware
http://www.plasmatreatment.co.uk/index.php/plasma-treatment-equipment/tetra-100,defacement
http://bjpgqsc.com/cp/class/?0.html&page=3&showtj=&showhot=&key=,malware
softwaresultan.com,malware
http://www.friendshipchurchonline.org/index.php?option=com_jevents&task=icalrepeat.detail&evid=1677&Itemid=21&year=2013&month=03&day=17&title=worship&uid=57e2bdcce8ff54aeb76a2965c57e7579,defacement
http://43.156.0.130/v3/signin/identifier?dsh=S1309563212:1679199228051752&amp;followup=https://accounts.google.com/&amp;ifkv=AWnogHfrcMjMJOA5-x4JjU2A_H62FL5Ipip8qUn0FfsVqhu1vrUBPxBl4JpnqCjPGKNrTfaShVnNJQ&amp;passive=1209600&amp;continue=https://accounts.google.com/&amp;flowName=GlifWebSignIn&amp;flowEntry=ServiceLogin&amp;ifkv=AWnogHe_7k5J-mCP1nmIpeWcoE1EU7fmHWzVAmbnHRGmFfGAsBIcB2ByaWeZAk2ijCAGPoYwpCSl,phishing
http://www.artzone-chronicles.fr/index.php?option=com_content&view=article&id=132:le-magasin-des-suicides-de-patrice-leconte&catid=39:cinema&Itemid=11,defacement
http://www.burnhambrook.com/,benign
http://www.taiheung.co.kr/,benign
http://www.versverwerktegroenten.nl/gezondheid/oorzaken-lage-consumptie.html,defacement
https://nftstorage.link/ipfs/QmPM5vr7gAJJugaMNHgp5bQnnDgW2pEKLUL6nGrrcs8sKQ,phishing
http://www.geocities.com/bsapack352/,benign
http://www.ilt.columbia.edu/academic/digitexts/locke/bio_jl.html,benign
http://www.galerie-unterm-maulbeerbaum.de/index.php?view=article&id=47:2010&format=pdf&option=com_content&Itemid=27,defacement
http://www.ppbenalmadena.es/index.php?option=com_content&view=frontpage&Itemid=1&limitstart=35,defacement
https://faizankhan0408.github.io/netflix-project/,phishing
http://zeytinyagisabun.com/xn2.exe,malware
http://hotlinegsm.com/products/mobile-and-tablet/sony-ericsson-live-with-walkman-detail,malware
http://www.luckymojo.com/magi,benign
http://www.lontechshop.co.uk/lcd-tvs.html,defacement
safety.microsoft.com.jsgtddp.2btk0sr2a2qaidqdd2pq.bid,malware
http://www.ok-styl.eu/index.php?option=com_content&view=frontpage&Itemid=1&lang=pl,defacement
https://auebg-8a9e.bosrmeadeklc.workers.dev,phishing
http://9779.info/ppt%E5%89%AA%E8%B4%B4%E7%94%BB%20%E5%9B%A2%E9%98%9F/,malware
http://www.richardcharlton.com.au,benign
http://www.associatedsoftware.com,benign
https://mitsui-jyuku.mixh.jp/uploads/4961q2w3ez1x2c3.exe,malware
http://www.kitzsteinhorn.com/,benign
http://acp-atlanta.org/en/acp-news/13-meetings/172-acp-.html,defacement
http://116.114.95.198:35407/Mozi.m,malware
https://pub-bed034e91aeb4878978cdd6604ac1570.r2.dev/dd.html,phishing
http://cgfa.dotsrc.org/carracci/,benign
http://37.49.226.12/m68k,malware
http://172.36.20.123:47643/Mozi.m,malware
http://www.horizonte-hospizverein.de/index.php?option=com_content&view=article&id=65&Itemid=145,defacement
http://www.humanities.ualberta.ca/emls/02-2/kahamars.html,benign
http://westwindwebdesign.com/content-development/34-internet-advertising-revenues-hit-64-billion-.html,defacement
http://samukylmala.com/netti/index.php?option=com_content&view=frontpage&Itemid=1,defacement
http://hotlinegsm.com/products/mobile-and-tablet/htc-velocity-4g-detail,malware
http://www.sghgolf.com,benign
http://2duwo.com/index.php/es/casa,defacement
http://siaco.it/mission.pdf,defacement
http://www.parladori.it/veicoli-commerciali/corsa-van.html,defacement
http://skelbiucia.lt/transportas/dviraciai?order=0&expand=0,defacement
http://www.gonzalespd.org/index.php?option=com_jcalpro&Itemid=41&extmode=day&date=2013-02-15,defacement
https://direct.lc.chat/17791518/irs.gov-live/support,phishing
http://111.43.223.33:39859/Mozi.m,malware
http://www.114633.com/cl/?module=System&method=MAdvertis&other=MemberExclusiveII&ExclusiveNo=0,malware
http://www.polska.travel.pl/pogoda-polska/gdansk/pogoda-polska/bydgoszcz/1?miasto=24,malware
http://rksinha.com/wp-content/themes/calliope/wp_data.php,malware
http://warisunlimited.wikidot.com/,benign
http://www.xpj5988.com/skin/css/cn.css;jsessionid=A77C20A90C6790855CB2882AD06183ED,malware
http://www.bullshappiness.com/nl/links/45-zuid-afrika.html,defacement
http://www.friendshipchurchonline.org/index.php?option=com_content&view=article&id=16&Itemid=31,defacement
http://www.alphatecsystems.com/,benign
https://cloudflare-ipfs.com/ipfs/QmXfRaoWHS5jJqeB3Th4T5GfmQ3ydnvTZCPXgmUW51dVKg/,phishing
https://nftstorage.link/ipfs/QmUQ66dvKVY49psz9AhqSkwc5C9N9zoLzxWz1mbt4wo58S,phishing
http://chinacxyy.com/piccodejs-000.asp?lm2=188&x=5&y=1&w=118&h=155&open=1&n=10&tj=0,malware
https://pastebin.com/raw/8smg0Xk7,malware
http://viticoltura.net/index.php/esperienze-nel-vigneto/il-rittocchino.html?tmpl=component&print=1&page=,defacement
https://stool-nzpx-512k.22604c65d04691.workers.dev,phishing
https://m04hpqw63.ukit.me/,phishing
http://www.sentex.net/~jmackay/rexx-utilities.html,benign
http://teiegarm.bond/,phishing
http://szgs.ru/object.php?object=\320%9Cะพ\321%81ะบะพะฒ\321%81ะบะพะต-\321%88ะพ\321%81\321%81ะต-ะด13-ะบะพ\321%80ะฟ\321%83\321%81-6.html&sid=35,defacement
http://123.96.6.93:36359/Mozi.m,malware
http://www.usnewslinks.com/tvstations/ut.html,benign
safety.microsoft.com.yhxrvqwxft.ynq7lpoaclhwx1ri65rvya.review,malware
http://www.steffen-lemme.de/component/k2/item/153-hausรคrztemangel-beschrรคnkt-sich-nicht-nur-auf-gรถrsbach-bei-nordhausen,defacement
http://www.kertemindecityforening.dk/besog-butikkerne/84-nordea.html,defacement
https://provinciacompras.webcindario.com/,phishing
http://mlcdigital.com/index.php.1,defacement
https://mitsui-jyuku.mixh.jp/uploads/49713687ead846bae3d6dc2187ebf1d00be.exe,malware
http://9779.info/%E5%A4%9A%E5%BD%A9%E6%B0%91%E6%97%8F%E9%A3%8E%E5%89%AA%E8%B4%B4%E7%94%BB/,malware
safety.microsoft.com.vtwlq.pldzqgggoaamryskdv4.download,malware
https://pub-36aef91ad78c429b93d132a149777754.r2.dev/CHAMELEONdjhj.html,phishing
http://web.ukonline.co.uk/buddhism/thitla2e.htm,benign
https://new.express.adobe.com/webpage/yuEPBj9YzpcGb,phishing
http://internationalarenaproducts.com/contact-us,defacement
http://tafco.com,benign
http://clubweb.interbaun.com/~ewg/,benign
http://9779.info/%E6%95%99%E5%B8%88%E6%89%8B%E5%B7%A5%E4%BD%9C%E5%93%81%E8%B4%B4%E7%94%BB/,malware
http://www.klavierhaus-alber.de/index.php?option=com_content&view=section&layout=blog&id=5&Itemid=54,defacement
http://www.schmittsboxers.com,benign
http://www.shelteranimalsrescue.org/,benign
http://www.howstuffworks.com/philanthropy.htm,benign
http://comies.nl/sejeal.jpg,defacement
http://www.setleicester.co.uk/index.php?option=com_content&view=article&id=8:fosse&catid=3&Itemid=3,defacement
